member_id,policy_net_value,net_value,uplift,rank
113,44.58846849188059,44.58846849188059,0.49725645661253726,1
7960,43.92688196844773,43.92688196844773,0.49284587978965155,2
8320,42.12727566533037,42.12727566533037,0.48084850443553584,3
9424,37.30973769290286,37.30973769290286,0.44873158461935236,4
8990,36.69755274168517,36.69755274168517,0.4446503516112345,5
4579,31.743014978487174,31.743014978487174,0.41162009985658116,6
7243,30.793084406454064,30.793084406454064,0.4052872293763604,7
199,28.440064554215013,28.440064554215013,0.38960043036143344,8
4924,28.24227030924061,28.24227030924061,0.38828180206160406,9
1702,21.02072673777178,21.02072673777178,0.34013817825181186,10
4475,18.621160889457556,18.621160889457556,0.3241410725963837,11
1434,18.28671124524395,18.28671124524395,0.32191140830162635,12
9880,17.89233505259874,17.89233505259874,0.3192822336839916,13
6491,16.84823514468932,16.84823514468932,0.3123215676312621,14
8364,16.482346799856685,16.482346799856685,0.3098823119990446,15
5514,15.03823787942563,15.03823787942563,0.30025491919617087,16
6378,15.001477746022488,15.001477746022488,0.3000098516401499,17
2549,13.198781207684284,13.198781207684284,0.2879918747178952,18
4586,13.134584039957097,13.134584039957097,0.28756389359971396,19
6106,13.11234251002076,13.11234251002076,0.2874156167334717,20
9656,12.813810598704713,12.813810598704713,0.28542540399136473,21
7485,12.75484487623163,12.75484487623163,0.28503229917487755,22
5591,12.740539395683165,12.740539395683165,0.28493692930455444,23
3131,12.561705994231808,12.561705994231808,0.28374470662821205,24
7678,12.490068425935924,12.490068425935924,0.28326712283957284,25
4318,12.195590636515043,12.195590636515043,0.28130393757676697,26
9514,11.653428150000067,11.653428150000067,0.27768952100000044,27
8148,10.981641391724743,10.981641391724743,0.2732109426114983,28
7975,10.762865944175438,10.762865944175438,0.27175243962783624,29
5260,10.698039862125874,10.698039862125874,0.27132026574750584,30
1862,10.641269915607872,10.641269915607872,0.27094179943738583,31
9833,10.448411969358617,10.448411969358617,0.2696560797957241,32
7325,10.27655782568074,10.27655782568074,0.26851038550453826,33
2903,10.140669704481866,10.140669704481866,0.26760446469654575,34
