member_id,uplift,rank
113,0.49730043506712657,1
7960,0.4928758558257684,2
8320,0.4808452038784763,3
9424,0.44875578141503103,4
8990,0.4446281108263155,5
4579,0.41165299527279,6
7243,0.40534613318258317,7
199,0.389611030053994,8
4924,0.3883046029763768,9
1702,0.3401893388843562,10
4475,0.32417905533595515,11
1434,0.3220454826182131,12
9880,0.31928464694831815,13
6491,0.31233149654870324,14
8364,0.3098890554710556,15
5514,0.3002598766924453,16
6378,0.30001323827446313,17
2549,0.2879988708378422,18
4586,0.28758505301736653,19
6106,0.28739924236130027,20
9656,0.28541852304510174,21
7485,0.2849948029162914,22
5591,0.2849264893490713,23
3131,0.28372302959562407,24
7678,0.283262609357544,25
4318,0.2812937484738212,26
9514,0.27770371355024115,27
8148,0.27320354034602007,28
7975,0.2717433231821099,29
5260,0.2713287720591053,30
1862,0.2708998766236591,31
9833,0.26966851800716934,32
7325,0.2685208045602282,33
2903,0.2676243359721764,34
8690,0.26487707796346505,35
7346,0.26288618318794954,36
650,0.2620045078109657,37
9597,0.2619321117177385,38
2051,0.26114519167661915,39
5665,0.2606758655825612,40
4592,0.2603863065794375,41
391,0.25912342306917935,42
1157,0.25868984742509743,43
4825,0.25854531609809545,44
5498,0.2583799826837988,45
5749,0.2571883478695494,46
4454,0.2570249136162934,47
9439,0.2568750908411142,48
375,0.2558446057648893,49
3594,0.25539398614344233,50
6244,0.25490571339644613,51
905,0.25310211799844934,52
9000,0.25245817356292927,53
339,0.2516111981653354,54
6471,0.25146317178299704,55
5901,0.2507257715277267,56
9858,0.25061393029285706,57
615,0.24967422390381977,58
7308,0.2496614303453389,59
8228,0.24933617255759538,60
9831,0.24900680099861272,61
6733,0.24862750143225332,62
8621,0.24853238231084912,63
4819,0.2483646574768809,64
2434,0.24822922361883293,65
8704,0.24754319217139664,66
116,0.24684387925581766,67
6463,0.24543349730649056,68
5775,0.24532461857039167,69
6725,0.2452331734969609,70
7447,0.24520016767558955,71
3626,0.24437155592690518,72
7772,0.24385927562550186,73
3597,0.24373037718874446,74
9198,0.24360277155460813,75
6547,0.24290905791691966,76
9958,0.24266795681895792,77
4301,0.24215184128432837,78
9361,0.24205852355167828,79
2922,0.24163009809631275,80
6464,0.24128194335430725,81
2081,0.2410833335264878,82
5986,0.23996007863426558,83
1410,0.23990877192368404,84
4464,0.2379438134574528,85
9485,0.23787234030342508,86
6018,0.23752580345420188,87
8548,0.2369050435485403,88
694,0.23607873889460798,89
8040,0.23539579045730075,90
5027,0.23520196570611046,91
2781,0.23462788098683734,92
9998,0.23437678425277064,93
9282,0.23423617185940068,94
976,0.23417491498460463,95
2642,0.2341727860979831,96
507,0.2339246537463684,97
7382,0.23332858444149374,98
747,0.23306056153422405,99
2358,0.23205493432565438,100
9390,0.23173967750230345,101
3733,0.2316039824822132,102
3911,0.23140345269562262,103
8351,0.23081353787157488,104
3326,0.23065833993148957,105
9988,0.22983442745470517,106
3919,0.22944948938264126,107
696,0.22846594367445514,108
9019,0.22845463245539097,109
7761,0.2282560892122513,110
9142,0.2282051966223133,111
2053,0.22816772901865195,112
9098,0.2273927013854537,113
9146,0.22628432381431535,114
9290,0.22616984574369198,115
5662,0.22615532107560543,116
7396,0.2259525450005025,117
7066,0.22582765193701043,118
4320,0.22575645166248876,119
9355,0.22559141136261973,120
8477,0.2255044656984686,121
577,0.22542756536098763,122
3292,0.22537943432362118,123
8999,0.22490757876967227,124
5656,0.22489662758217704,125
1740,0.2247022609413346,126
9264,0.2244468060091402,127
1888,0.22414684225667747,128
1417,0.22368408987183852,129
6369,0.22364216553117078,130
3127,0.22357766739920143,131
8926,0.22330326172772363,132
4545,0.2231043500287746,133
1562,0.2229000964107028,134
7182,0.22289806350856445,135
2357,0.22275399254020217,136
766,0.2227335717397404,137
8787,0.22266431366094752,138
8761,0.2222026150963612,139
8935,0.22118934784585637,140
3362,0.22064427084708255,141
9941,0.2204005190367687,142
8615,0.22002629373672544,143
3493,0.21986011417672197,144
5032,0.2195651209177713,145
2852,0.21932220005028785,146
9283,0.21930870725942597,147
3236,0.2182729365667403,148
1742,0.21815913844364404,149
8025,0.21811085682072023,150
7224,0.2177998856107758,151
6108,0.21704753181046832,152
449,0.21641022346395505,153
176,0.21630206100263483,154
242,0.21628448850884155,155
5780,0.21621588101252368,156
9640,0.2161267269438478,157
9309,0.21592633078939427,158
8600,0.21586350417562766,159
1233,0.21565494432004673,160
7711,0.21513442231394547,161
1731,0.21483743917351394,162
9554,0.21444727949071932,163
6760,0.21424844776877805,164
9307,0.21382091791262076,165
9205,0.21338116604832208,166
4859,0.21326750582163484,167
7727,0.21315634072609427,168
4936,0.21288193347390136,169
5273,0.21285472402019784,170
6496,0.21245327708148104,171
287,0.21236976078904124,172
8513,0.21230499402680003,173
9302,0.21213496926300968,174
5115,0.21205974480121006,175
5543,0.21203227655733253,176
9212,0.21201716062990267,177
2653,0.21192960565316865,178
4106,0.21186295054669219,179
6516,0.2117108127473984,180
9850,0.21159994715353936,181
2298,0.2115643417361771,182
7200,0.21093469143234067,183
1567,0.21074091422340901,184
5215,0.21067237208055434,185
5282,0.21061309563497277,186
9509,0.21055002646289495,187
5627,0.21052664294189766,188
6231,0.21044994585929017,189
1600,0.21026379233134296,190
4033,0.21010538264065454,191
5653,0.2096417515252627,192
4340,0.20944014755045418,193
6715,0.2094239806506138,194
4736,0.20924436901643306,195
4431,0.20878676265539453,196
3010,0.2086935970693775,197
372,0.2085117426221671,198
5593,0.20846133316050408,199
2412,0.20841472324943894,200
238,0.20833621666582913,201
6628,0.20787609124543108,202
9359,0.20772168866282467,203
8974,0.20742243405415434,204
3286,0.20728843446917838,205
7566,0.20712693678699967,206
1518,0.20643250256916568,207
4929,0.20617402282284464,208
3441,0.20614821514526505,209
9399,0.20599524504707534,210
3,0.2058682303719666,211
9374,0.20585137886516075,212
8264,0.2056860814003454,213
9443,0.20565482485575431,214
3946,0.20562345795165826,215
9812,0.20530944791203787,216
8041,0.20506518810347737,217
3327,0.20504935892946308,218
8391,0.20502474572943763,219
4485,0.20492722440518338,220
9092,0.2048435973979213,221
8165,0.2047637313504747,222
9219,0.2046800739762033,223
1580,0.20437950886364215,224
966,0.20397139491584826,225
9530,0.20396642498973133,226
8223,0.20383657963877472,227
3363,0.20331744308478744,228
5235,0.20315910849793256,229
9478,0.203051951153767,230
269,0.20303721454503404,231
228,0.20303205786968945,232
723,0.20303115290345009,233
9997,0.2027146643583698,234
5074,0.20270031892754944,235
5291,0.20267953578735662,236
3997,0.20244319327393012,237
7469,0.20239544411021854,238
9914,0.20234168389350932,239
57,0.20218169027038096,240
139,0.20211098777564618,241
8618,0.20204766135943591,242
4023,0.20187344305542465,243
6021,0.20187343231027807,244
5320,0.20171802930874944,245
6218,0.20161919932321185,246
8676,0.20156645335515294,247
6272,0.2015110984665464,248
6886,0.20143968627951025,249
5640,0.20141503620245016,250
7832,0.2012966370751268,251
2076,0.20125428301683085,252
4297,0.20119317087679897,253
5940,0.20115027371791894,254
815,0.20114424914353995,255
4734,0.2009826176754126,256
8176,0.20093631734867257,257
5060,0.20049648142134874,258
5389,0.20047547219549539,259
6829,0.2002778272999282,260
7028,0.20020696114810377,261
3057,0.20018068506426046,262
3139,0.20015682276526026,263
6280,0.20014437482262964,264
3565,0.2001233421939555,265
8855,0.1999074593972361,266
5136,0.19990007344273963,267
7116,0.19963898599952945,268
3502,0.19940331130561695,269
3432,0.19919792147066223,270
2086,0.19900699564523178,271
2765,0.1989938057223255,272
1329,0.19871504929816403,273
9553,0.19868137519440077,274
7819,0.19853261389305135,275
35,0.19845287367656123,276
2626,0.19839890133670018,277
8752,0.19819053205368645,278
2630,0.19790449645246716,279
2869,0.197842602950087,280
526,0.1978278726137006,281
4704,0.1976891823989229,282
380,0.1975727399091411,283
7077,0.19757195739201855,284
2119,0.19753655886663152,285
4053,0.19749848441573603,286
3986,0.19747845971980327,287
4877,0.1974442934151862,288
4648,0.1972111506889908,289
3975,0.1972065069197107,290
6857,0.1968404668092404,291
8349,0.19621215880677864,292
3163,0.1961489540308593,293
3049,0.1959954941260308,294
9402,0.19593581992176184,295
5474,0.19543513040494076,296
898,0.1953661653318443,297
6442,0.1951880622087635,298
7058,0.19514230723689396,299
7278,0.19479842822147636,300
9562,0.19479447981291914,301
1596,0.19471817003286424,302
7866,0.19464379603910192,303
3528,0.19436759128280143,304
9825,0.19424221543368886,305
6584,0.19413492427851978,306
2289,0.19412651624765104,307
6668,0.1941193679755332,308
6784,0.19390727435845578,309
8330,0.19376929634355183,310
4731,0.19376591111429725,311
5745,0.19366573682673138,312
4584,0.19353124333569557,313
7086,0.19345429049946966,314
946,0.19337148038500251,315
4049,0.1931522484381758,316
4996,0.19301947577981557,317
5558,0.19252721442001525,318
2502,0.19239237328302222,319
7341,0.192152900921634,320
9502,0.19206044002049705,321
5201,0.1920241120384416,322
4934,0.19177280681697245,323
7912,0.19173253123314415,324
6174,0.1912174263334813,325
9022,0.19117951257546945,326
1097,0.19115322287570174,327
3385,0.19113437321949878,328
8405,0.1910213251162517,329
2293,0.19087312551273122,330
520,0.19072866581292233,331
8245,0.19072300558845057,332
1878,0.1906655770535502,333
8195,0.19065414402933328,334
6702,0.19056742473181698,335
3819,0.19056609631769306,336
9563,0.19039228701071925,337
6613,0.19037494035763108,338
4111,0.18982721077504028,339
8140,0.18950978152643383,340
3833,0.18937845962614233,341
3298,0.1893585384002464,342
6087,0.18911423316429488,343
8747,0.189067203678091,344
5621,0.18904040285105267,345
4471,0.1889803837056227,346
9249,0.18891391118654455,347
5786,0.18884770568945852,348
2780,0.18880599632771256,349
2585,0.18872730688815348,350
4493,0.1886815653474927,351
8267,0.18867728688875526,352
9890,0.18858979970328094,353
9866,0.18858595644946613,354
9729,0.1883297966411907,355
9105,0.1877386697753583,356
776,0.18769704327059453,357
7238,0.1876810408985074,358
460,0.1875870645535337,359
2981,0.18741869131116817,360
4173,0.18732708297535253,361
2850,0.1873033345339023,362
6344,0.18698289301878113,363
5048,0.18692624211225461,364
772,0.18687012514871731,365
1801,0.18685917046837655,366
7827,0.18675761327545887,367
2106,0.18674167853706153,368
7940,0.18669205408557377,369
1863,0.18649584962843985,370
527,0.18623785539750848,371
4015,0.18617998722740875,372
3386,0.18603434256898624,373
1391,0.18589908273390537,374
3147,0.1858739854859196,375
1776,0.18585454641101645,376
4845,0.18574328493906234,377
7501,0.185682312470968,378
7524,0.18564952819936292,379
6656,0.18560468030949095,380
4041,0.1854048576597465,381
2404,0.18538607946453933,382
8942,0.1852204158843288,383
5829,0.18519048666475524,384
202,0.18509798956283086,385
685,0.18506736690836306,386
8370,0.18500929519491388,387
6322,0.18499447448141604,388
3475,0.18483379633460184,389
6910,0.18457056567245494,390
1599,0.18451712372258966,391
8141,0.18442653580481355,392
4941,0.18428427343946574,393
1631,0.18408819499414433,394
5,0.1840694988715917,395
3718,0.18394272585485744,396
8100,0.18387302030692776,397
6137,0.1838020779407465,398
7294,0.1836543849966959,399
7723,0.18360915909127756,400
7688,0.1835823159825458,401
583,0.1832967694664719,402
2347,0.18321626384549888,403
8672,0.18317786484429122,404
9758,0.1830843144331401,405
2978,0.18306291250619772,406
5762,0.1830532259199385,407
5885,0.18294343180490263,408
9590,0.18290902543641918,409
5582,0.18273535374651895,410
124,0.1826964266299959,411
8372,0.1826438891279765,412
5934,0.18264185002105388,413
9305,0.18261374946368103,414
3137,0.18254165295692362,415
1360,0.18246084374989985,416
3676,0.1823023929453838,417
1564,0.18227238669424833,418
9618,0.18188335493684266,419
7673,0.18187687610472814,420
5300,0.18173978048475203,421
4672,0.18149596341710522,422
9318,0.1813839425251744,423
7405,0.18126174274859339,424
9072,0.18125831821467614,425
3349,0.18105314674715012,426
6484,0.18097490055735438,427
8475,0.1808383373767355,428
2670,0.18078741639416843,429
401,0.1807827782609071,430
6989,0.18071208208819725,431
6232,0.18062346856208777,432
1535,0.18061624351313943,433
6979,0.1805537385620839,434
7184,0.18050147054842164,435
4948,0.18047643559768384,436
5766,0.18043083806422783,437
3270,0.18036291206830435,438
9923,0.18028138566646418,439
3651,0.18022510423382992,440
229,0.18019946101868967,441
3376,0.18018981521350458,442
1419,0.18018244009538245,443
2734,0.1801740882078815,444
7595,0.18013249327488978,445
5194,0.1798246394680359,446
4218,0.17975915651085506,447
308,0.1797485518676797,448
5152,0.17967682511103858,449
5163,0.1796495621691826,450
6441,0.1796207181053111,451
3905,0.17961342961856147,452
8898,0.1795140189719106,453
3592,0.179469487114517,454
938,0.17943295901680306,455
6551,0.17942951630723142,456
602,0.17923214515332153,457
9364,0.1792078374427299,458
3033,0.17915523114917187,459
7279,0.17897997379225372,460
773,0.1789737792556245,461
5820,0.17895441699835218,462
4721,0.1789488241417425,463
7767,0.17891765849958907,464
2990,0.17890839350052534,465
3045,0.1788020555546152,466
8634,0.17879325286870418,467
7477,0.1787300895675497,468
601,0.1785344950650783,469
309,0.17853148446755107,470
2314,0.1784922039745393,471
4199,0.1784617742483432,472
9516,0.17842212167249816,473
7372,0.17834074597487656,474
6482,0.17825601631986382,475
3631,0.17818419023064602,476
3004,0.17787072892188616,477
2310,0.17777749067022144,478
6947,0.177762499392907,479
4615,0.17773966851827233,480
7081,0.17756247398916591,481
8182,0.17755196445360988,482
9252,0.17753151817339674,483
3038,0.17741453699342596,484
3254,0.17732492528292249,485
405,0.17732459682958868,486
2721,0.17729367843024718,487
1494,0.17723413755199252,488
125,0.17719723681028138,489
5785,0.17717878420478816,490
3476,0.17712311071749187,491
4687,0.17687489394122105,492
4943,0.1767372095872774,493
7163,0.1766021643900435,494
5310,0.1765816087020622,495
5010,0.17651054837067154,496
6252,0.17649314120628634,497
3410,0.1764549795336609,498
4196,0.17642683009021798,499
3275,0.17641231516110517,500
3762,0.17618561327358606,501
8118,0.17618320590554254,502
8565,0.1761725837329457,503
8744,0.17610453871798315,504
3796,0.17605013893832605,505
6686,0.17600882367276294,506
6140,0.1759443955787347,507
967,0.17592710781795598,508
6837,0.17565895746349042,509
7802,0.1756502776758659,510
2853,0.1755819608575918,511
7074,0.17557366717117878,512
6492,0.17552889974771813,513
3761,0.17552854640656343,514
75,0.17543405511167348,515
2941,0.1753858431712269,516
4655,0.17534943808972425,517
7100,0.17533777188971522,518
7857,0.17529452757068487,519
3889,0.1752068652982916,520
1289,0.17514334526672237,521
7546,0.17510790036868285,522
4896,0.17508055488891333,523
8668,0.17492946461048944,524
7130,0.1747860521761212,525
9607,0.1747646799690678,526
5935,0.1747132846203161,527
4086,0.17470165097182355,528
3093,0.17467531206942116,529
1148,0.17462387510316785,530
7367,0.17459265299758508,531
4817,0.17450233140325055,532
6618,0.17448679743174578,533
6974,0.17447503102009182,534
8719,0.17446729292848445,535
3051,0.17444138366549855,536
392,0.1742828483066971,537
155,0.1740513561450816,538
9507,0.1739776363881399,539
6905,0.1739371679496626,540
9183,0.1738938563123245,541
5470,0.17382825026561066,542
6917,0.17377113698951263,543
20,0.17359034484246305,544
2757,0.1735837861846305,545
934,0.173301103435822,546
1945,0.17324364510449553,547
2023,0.17324230762451162,548
2442,0.17320933310563996,549
7337,0.17296688120985687,550
5419,0.17296033426380536,551
4426,0.1728853912445456,552
1561,0.172830707296282,553
9552,0.1727924883721083,554
5853,0.17276726861650243,555
7366,0.17272258881907232,556
8480,0.17268057275357424,557
2890,0.1725450209464116,558
3951,0.1723471086327777,559
4856,0.1723007067669568,560
7839,0.17227276157209281,561
7062,0.17223879363932804,562
9696,0.17219213132396774,563
7721,0.17214090733352372,564
7003,0.172105553978684,565
3767,0.17203005294209373,566
9689,0.17194348834836143,567
2815,0.17188313446598114,568
8847,0.17187460540215027,569
6313,0.17172613418048266,570
4840,0.17168668749411808,571
7283,0.17164498620122154,572
7390,0.17158661750513454,573
698,0.17152692895266303,574
4343,0.17143423639779903,575
5824,0.17130952895187804,576
7810,0.17114443669529886,577
8429,0.1710624699551586,578
9779,0.1710222250791513,579
3559,0.17068625930025594,580
2604,0.17004766518376058,581
5254,0.16995504305901138,582
4122,0.16994461213027112,583
1997,0.1699141542077352,584
1619,0.16989285219972128,585
7369,0.1697924342530644,586
3245,0.16959626591149868,587
2973,0.16950587052395255,588
1321,0.16941101836106598,589
2216,0.16928962617581195,590
3446,0.1691396412204611,591
3311,0.16911360237380396,592
8740,0.16901617706785543,593
7059,0.16900495092951257,594
7614,0.16898060952431093,595
8418,0.16894550663280344,596
207,0.16891133429116134,597
4992,0.16888399959949751,598
4659,0.1688706826293156,599
6129,0.16883597521523735,600
7733,0.16877993065528535,601
4503,0.1687657986013419,602
4636,0.1687576879807281,603
2242,0.16873258804061764,604
9781,0.16873122697987203,605
5867,0.16870619728059688,606
4642,0.16869113345059517,607
5348,0.16863669650835272,608
1621,0.16861164690481562,609
6569,0.16858582551878526,610
4741,0.16855707750206056,611
5479,0.16850685869470644,612
5981,0.16837461278449578,613
8943,0.16832254013897738,614
2532,0.16824850885939835,615
1846,0.1681049784203985,616
8150,0.16808277617184064,617
7313,0.1680605058067156,618
7187,0.16801455445037244,619
3087,0.16801267099473563,620
3158,0.16786534472641404,621
260,0.1677846121452511,622
9126,0.16774950489485502,623
3227,0.1677301123903584,624
6786,0.16771989577007454,625
2779,0.16768542138900502,626
1467,0.16763123982496309,627
8703,0.16758942311558778,628
3506,0.16757641208253793,629
942,0.16752444838248465,630
2896,0.1674443683341999,631
1079,0.1674079843757172,632
4513,0.16731337032735544,633
2748,0.16715099873538292,634
1632,0.16707512178213008,635
7259,0.16697077499424307,636
1979,0.16696517707443864,637
6475,0.16695969545443284,638
6540,0.1669342411485331,639
5888,0.16680541099290686,640
2103,0.1667873595638475,641
2373,0.16668008865461548,642
1960,0.1666683132380451,643
1383,0.16657469165524175,644
574,0.16655644675366488,645
5195,0.1665164430744384,646
1589,0.1664720278445324,647
9823,0.16640698938004628,648
3581,0.16629545159264764,649
351,0.16623745375695567,650
2296,0.16600442930729908,651
4883,0.1659899721763468,652
5842,0.16594200774115841,653
5386,0.16591591682549844,654
7573,0.16581951376491136,655
442,0.16580583802920118,656
6578,0.16577353618145488,657
6249,0.1656382293525137,658
2139,0.1655690834432979,659
1699,0.1655584473381413,660
1478,0.16553679178752687,661
2042,0.1652544601835308,662
6593,0.165232772844716,663
2728,0.1652112211411379,664
977,0.1651445867066927,665
5406,0.16510022825063175,666
9560,0.16484236790793583,667
5405,0.16476413183524924,668
7570,0.16475926275947428,669
140,0.16470280583481,670
6531,0.1646619519244425,671
9190,0.16447359242745108,672
8487,0.1643961708266123,673
6608,0.1643367274794974,674
162,0.16432878046432559,675
8085,0.16409800869757807,676
5242,0.1640913134546385,677
61,0.16405498168420268,678
362,0.16405389971633422,679
2465,0.16405257682376984,680
5863,0.16400993879215098,681
5468,0.16391498838941443,682
4988,0.16386567865024126,683
1213,0.16374571123667347,684
1021,0.16372732435475446,685
147,0.16369176192614626,686
3681,0.1636896937957839,687
