member_id,uplift,rank
9424,0.44873158461935236,1
8990,0.4446503516112345,2
4579,0.41162009985658116,3
7243,0.4052872293763604,4
199,0.38960043036143344,5
4924,0.38828180206160406,6
1702,0.34013817825181186,7
1434,0.32191140830162635,8
9880,0.3192822336839916,9
6491,0.3123215676312621,10
8364,0.3098823119990446,11
5514,0.30025491919617087,12
6378,0.3000098516401499,13
2549,0.2879918747178952,14
4586,0.28756389359971396,15
6106,0.2874156167334717,16
9656,0.28542540399136473,17
7485,0.28503229917487755,18
5591,0.28493692930455444,19
7678,0.28326712283957284,20
4318,0.28130393757676697,21
9514,0.27768952100000044,22
8148,0.2732109426114983,23
7975,0.27175243962783624,24
5260,0.27132026574750584,25
1862,0.27094179943738583,26
9833,0.2696560797957241,27
8690,0.26488582117393644,28
7346,0.26287697365001805,29
650,0.26200509623933593,30
9597,0.2619570857853915,31
2051,0.2611530656779856,32
4592,0.2603771907858142,33
391,0.2591339117714691,34
4825,0.25853169338876236,35
5498,0.25838830077549885,36
5749,0.2571681342669261,37
4454,0.25702714566468843,38
9439,0.2568801537531876,39
375,0.2558576296402955,40
3594,0.25538722142301673,41
905,0.2531023606543383,42
9000,0.25247770729145225,43
339,0.2516369915023832,44
6471,0.2514629954042054,45
5901,0.2507468462102408,46
9858,0.2506056586739431,47
7308,0.24967599736806684,48
615,0.24967320982074143,49
8228,0.2493460937777599,50
9831,0.2489880814990839,51
6733,0.24862625030530772,52
8621,0.24852872430977507,53
4819,0.24835396636247875,54
2434,0.2482120236917117,55
8704,0.24756489297779993,56
116,0.24687016993600036,57
6463,0.24536858805374379,58
5775,0.24533566989429184,59
6725,0.24522165522475947,60
7447,0.2452066579101278,61
3626,0.24438153878226065,62
7772,0.24386488499130443,63
3597,0.2437165669325979,64
9198,0.24358291497169293,65
6547,0.24290216234152626,66
9958,0.24268288230919033,67
4301,0.24212756716853262,68
9361,0.24204173459172745,69
2922,0.2416251584130843,70
6464,0.24129061984642852,71
2081,0.2410782322084023,72
1410,0.23990325421042025,73
9485,0.2378593618990753,74
6018,0.23757373183838137,75
8548,0.236946936946885,76
694,0.23607522378155216,77
5027,0.23520015798373217,78
2781,0.2346223393688967,79
9998,0.23438093009986166,80
976,0.23419508333246292,81
2642,0.2341849298517618,82
507,0.23391752458976822,83
7382,0.2333226269808289,84
747,0.23306469952834444,85
2358,0.23207414900434892,86
9390,0.23173439741070176,87
3733,0.23161166154457663,88
3911,0.23139330746168313,89
8351,0.23081746288461918,90
9988,0.22983834815593368,91
3919,0.2294484461256755,92
9019,0.2284625788528243,93
7761,0.22824728837862193,94
9142,0.22818003773384077,95
2053,0.22815325305953277,96
9098,0.22737104939847536,97
9146,0.22629374656304085,98
9290,0.22616472027564838,99
5662,0.2261502920530381,100
7396,0.22595544651096072,101
7066,0.22584394050440582,102
4320,0.22575949888059488,103
9355,0.22558270669226654,104
8477,0.22550496032413325,105
577,0.2254215413439548,106
3292,0.22536664213745283,107
8999,0.22490775598378804,108
5656,0.2249047186966463,109
1740,0.22473088987903822,110
9264,0.2244101319362672,111
1888,0.22412867486672627,112
1417,0.22369025956197364,113
6369,0.22363387558708514,114
3127,0.22357010768091728,115
8926,0.22331406047377322,116
4545,0.22311557652519876,117
7182,0.22291126245322962,118
1562,0.22288915371180568,119
2357,0.22274326955978097,120
766,0.22272525479110278,121
8787,0.22267164244956467,122
8761,0.2222043957150434,123
8935,0.22119331282637594,124
3362,0.22063456491908529,125
9941,0.22040445904085096,126
8615,0.22002948377132553,127
3493,0.21986612191313992,128
5032,0.21956245766318339,129
2852,0.2193211783986983,130
9283,0.21931104195913118,131
3236,0.21827509080656404,132
1742,0.21817347849792462,133
8025,0.21811348285110965,134
7224,0.21781115251626787,135
6108,0.2170588604216116,136
449,0.2164058051811204,137
176,0.2162963661367665,138
242,0.21627098944946238,139
9640,0.21614129322023054,140
9309,0.21592837951051824,141
8600,0.21586464182919474,142
1233,0.21564724791749323,143
